season,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
1961,3,Belgium,Spa,,1961-06-18 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1961-06-16 00:00:00,Practice 2,,1961-06-16 00:00:00,Practice 3,,1961-06-17 00:00:00,Qualifying,,1961-06-17 00:00:00,Race,,1961-06-18 00:00:00,False
1961,4,France,Reims,,1961-07-02 00:00:00,French Grand Prix,conventional,Practice 1,,1961-06-30 00:00:00,Practice 2,,1961-06-30 00:00:00,Practice 3,,1961-07-01 00:00:00,Qualifying,,1961-07-01 00:00:00,Race,,1961-07-02 00:00:00,False
1961,5,UK,Liverpool,,1961-07-15 00:00:00,British Grand Prix,conventional,Practice 1,,1961-07-13 00:00:00,Practice 2,,1961-07-13 00:00:00,Practice 3,,1961-07-14 00:00:00,Qualifying,,1961-07-14 00:00:00,Race,,1961-07-15 00:00:00,False
1961,6,Germany,Nürburg,,1961-08-06 00:00:00,German Grand Prix,conventional,Practice 1,,1961-08-04 00:00:00,Practice 2,,1961-08-04 00:00:00,Practice 3,,1961-08-05 00:00:00,Qualifying,,1961-08-05 00:00:00,Race,,1961-08-06 00:00:00,False
1961,7,Italy,Monza,,1961-09-10 00:00:00,Italian Grand Prix,conventional,Practice 1,,1961-09-08 00:00:00,Practice 2,,1961-09-08 00:00:00,Practice 3,,1961-09-09 00:00:00,Qualifying,,1961-09-09 00:00:00,Race,,1961-09-10 00:00:00,False
1961,8,USA,New York State,,1961-10-08 00:00:00,United States Grand Prix,conventional,Practice 1,,1961-10-06 00:00:00,Practice 2,,1961-10-06 00:00:00,Practice 3,,1961-10-07 00:00:00,Qualifying,,1961-10-07 00:00:00,Race,,1961-10-08 00:00:00,False
1962,1,Netherlands,Zandvoort,,1962-05-20 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1962-05-18 00:00:00,Practice 2,,1962-05-18 00:00:00,Practice 3,,1962-05-19 00:00:00,Qualifying,,1962-05-19 00:00:00,Race,,1962-05-20 00:00:00,False
1962,2,Monaco,Monte-Carlo,,1962-06-03 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1962-06-01 00:00:00,Practice 2,,1962-06-01 00:00:00,Practice 3,,1962-06-02 00:00:00,Qualifying,,1962-06-02 00:00:00,Race,,1962-06-03 00:00:00,False
1962,3,Belgium,Spa,,1962-06-17 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1962-06-15 00:00:00,Practice 2,,1962-06-15 00:00:00,Practice 3,,1962-06-16 00:00:00,Qualifying,,1962-06-16 00:00:00,Race,,1962-06-17 00:00:00,False
1962,4,France,Rouen,,1962-07-08 00:00:00,French Grand Prix,conventional,Practice 1,,1962-07-06 00:00:00,Practice 2,,1962-07-06 00:00:00,Practice 3,,1962-07-07 00:00:00,Qualifying,,1962-07-07 00:00:00,Race,,1962-07-08 00:00:00,False
1962,5,UK,Liverpool,,1962-07-21 00:00:00,British Grand Prix,conventional,Practice 1,,1962-07-19 00:00:00,Practice 2,,1962-07-19 00:00:00,Practice 3,,1962-07-20 00:00:00,Qualifying,,1962-07-20 00:00:00,Race,,1962-07-21 00:00:00,False
1962,6,Germany,Nürburg,,1962-08-05 00:00:00,German Grand Prix,conventional,Practice 1,,1962-08-03 00:00:00,Practice 2,,1962-08-03 00:00:00,Practice 3,,1962-08-04 00:00:00,Qualifying,,1962-08-04 00:00:00,Race,,1962-08-05 00:00:00,False
1962,7,Italy,Monza,,1962-09-16 00:00:00,Italian Grand Prix,conventional,Practice 1,,1962-09-14 00:00:00,Practice 2,,1962-09-14 00:00:00,Practice 3,,1962-09-15 00:00:00,Qualifying,,1962-09-15 00:00:00,Race,,1962-09-16 00:00:00,False
1962,8,USA,New York State,,1962-10-07 00:00:00,United States Grand Prix,conventional,Practice 1,,1962-10-05 00:00:00,Practice 2,,1962-10-05 00:00:00,Practice 3,,1962-10-06 00:00:00,Qualifying,,1962-10-06 00:00:00,Race,,1962-10-07 00:00:00,False
1962,9,South Africa,Eastern Cape Province,,1962-12-29 00:00:00,South African Grand Prix,conventional,Practice 1,,1962-12-27 00:00:00,Practice 2,,1962-12-27 00:00:00,Practice 3,,1962-12-28 00:00:00,Qualifying,,1962-12-28 00:00:00,Race,,1962-12-29 00:00:00,False
1963,1,Monaco,Monte-Carlo,,1963-05-26 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1963-05-24 00:00:00,Practice 2,,1963-05-24 00:00:00,Practice 3,,1963-05-25 00:00:00,Qualifying,,1963-05-25 00:00:00,Race,,1963-05-26 00:00:00,False
1963,2,Belgium,Spa,,1963-06-09 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1963-06-07 00:00:00,Practice 2,,1963-06-07 00:00:00,Practice 3,,1963-06-08 00:00:00,Qualifying,,1963-06-08 00:00:00,Race,,1963-06-09 00:00:00,False
1963,3,Netherlands,Zandvoort,,1963-06-23 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1963-06-21 00:00:00,Practice 2,,1963-06-21 00:00:00,Practice 3,,1963-06-22 00:00:00,Qualifying,,1963-06-22 00:00:00,Race,,1963-06-23 00:00:00,False
1963,4,France,Reims,,1963-06-30 00:00:00,French Grand Prix,conventional,Practice 1,,1963-06-28 00:00:00,Practice 2,,1963-06-28 00:00:00,Practice 3,,1963-06-29 00:00:00,Qualifying,,1963-06-29 00:00:00,Race,,1963-06-30 00:00:00,False
1963,5,UK,Silverstone,,1963-07-20 00:00:00,British Grand Prix,conventional,Practice 1,,1963-07-18 00:00:00,Practice 2,,1963-07-18 00:00:00,Practice 3,,1963-07-19 00:00:00,Qualifying,,1963-07-19 00:00:00,Race,,1963-07-20 00:00:00,False
1963,6,Germany,Nürburg,,1963-08-04 00:00:00,German Grand Prix,conventional,Practice 1,,1963-08-02 00:00:00,Practice 2,,1963-08-02 00:00:00,Practice 3,,1963-08-03 00:00:00,Qualifying,,1963-08-03 00:00:00,Race,,1963-08-04 00:00:00,False
1963,7,Italy,Monza,,1963-09-08 00:00:00,Italian Grand Prix,conventional,Practice 1,,1963-09-06 00:00:00,Practice 2,,1963-09-06 00:00:00,Practice 3,,1963-09-07 00:00:00,Qualifying,,1963-09-07 00:00:00,Race,,1963-09-08 00:00:00,False
1963,8,USA,New York State,,1963-10-06 00:00:00,United States Grand Prix,conventional,Practice 1,,1963-10-04 00:00:00,Practice 2,,1963-10-04 00:00:00,Practice 3,,1963-10-05 00:00:00,Qualifying,,1963-10-05 00:00:00,Race,,1963-10-06 00:00:00,False
1963,9,Mexico,Mexico City,,1963-10-27 00:00:00,Mexican Grand Prix,conventional,Practice 1,,1963-10-25 00:00:00,Practice 2,,1963-10-25 00:00:00,Practice 3,,1963-10-26 00:00:00,Qualifying,,1963-10-26 00:00:00,Race,,1963-10-27 00:00:00,False
1963,10,South Africa,Eastern Cape Province,,1963-12-28 00:00:00,South African Grand Prix,conventional,Practice 1,,1963-12-26 00:00:00,Practice 2,,1963-12-26 00:00:00,Practice 3,,1963-12-27 00:00:00,Qualifying,,1963-12-27 00:00:00,Race,,1963-12-28 00:00:00,False
1964,1,Monaco,Monte-Carlo,,1964-05-10 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1964-05-08 00:00:00,Practice 2,,1964-05-08 00:00:00,Practice 3,,1964-05-09 00:00:00,Qualifying,,1964-05-09 00:00:00,Race,,1964-05-10 00:00:00,False
1964,2,Netherlands,Zandvoort,,1964-05-24 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1964-05-22 00:00:00,Practice 2,,1964-05-22 00:00:00,Practice 3,,1964-05-23 00:00:00,Qualifying,,1964-05-23 00:00:00,Race,,1964-05-24 00:00:00,False
1964,3,Belgium,Spa,,1964-06-14 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1964-06-12 00:00:00,Practice 2,,1964-06-12 00:00:00,Practice 3,,1964-06-13 00:00:00,Qualifying,,1964-06-13 00:00:00,Race,,1964-06-14 00:00:00,False
1964,4,France,Rouen,,1964-06-28 00:00:00,French Grand Prix,conventional,Practice 1,,1964-06-26 00:00:00,Practice 2,,1964-06-26 00:00:00,Practice 3,,1964-06-27 00:00:00,Qualifying,,1964-06-27 00:00:00,Race,,1964-06-28 00:00:00,False
1964,5,UK,Kent,,1964-07-11 00:00:00,British Grand Prix,conventional,Practice 1,,1964-07-09 00:00:00,Practice 2,,1964-07-09 00:00:00,Practice 3,,1964-07-10 00:00:00,Qualifying,,1964-07-10 00:00:00,Race,,1964-07-11 00:00:00,False
1964,6,Germany,Nürburg,,1964-08-02 00:00:00,German Grand Prix,conventional,Practice 1,,1964-07-31 00:00:00,Practice 2,,1964-07-31 00:00:00,Practice 3,,1964-08-01 00:00:00,Qualifying,,1964-08-01 00:00:00,Race,,1964-08-02 00:00:00,False
1964,7,Austria,Styria,,1964-08-23 00:00:00,Austrian Grand Prix,conventional,Practice 1,,1964-08-21 00:00:00,Practice 2,,1964-08-21 00:00:00,Practice 3,,1964-08-22 00:00:00,Qualifying,,1964-08-22 00:00:00,Race,,1964-08-23 00:00:00,False
1964,8,Italy,Monza,,1964-09-06 00:00:00,Italian Grand Prix,conventional,Practice 1,,1964-09-04 00:00:00,Practice 2,,1964-09-04 00:00:00,Practice 3,,1964-09-05 00:00:00,Qualifying,,1964-09-05 00:00:00,Race,,1964-09-06 00:00:00,False
1964,9,USA,New York State,,1964-10-04 00:00:00,United States Grand Prix,conventional,Practice 1,,1964-10-02 00:00:00,Practice 2,,1964-10-02 00:00:00,Practice 3,,1964-10-03 00:00:00,Qualifying,,1964-10-03 00:00:00,Race,,1964-10-04 00:00:00,False
1964,10,Mexico,Mexico City,,1964-10-25 00:00:00,Mexican Grand Prix,conventional,Practice 1,,1964-10-23 00:00:00,Practice 2,,1964-10-23 00:00:00,Practice 3,,1964-10-24 00:00:00,Qualifying,,1964-10-24 00:00:00,Race,,1964-10-25 00:00:00,False
1965,1,South Africa,Eastern Cape Province,,1965-01-01 00:00:00,South African Grand Prix,conventional,Practice 1,,1964-12-30 00:00:00,Practice 2,,1964-12-30 00:00:00,Practice 3,,1964-12-31 00:00:00,Qualifying,,1964-12-31 00:00:00,Race,,1965-01-01 00:00:00,False
1965,2,Monaco,Monte-Carlo,,1965-05-30 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1965-05-28 00:00:00,Practice 2,,1965-05-28 00:00:00,Practice 3,,1965-05-29 00:00:00,Qualifying,,1965-05-29 00:00:00,Race,,1965-05-30 00:00:00,False
1965,3,Belgium,Spa,,1965-06-13 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1965-06-11 00:00:00,Practice 2,,1965-06-11 00:00:00,Practice 3,,1965-06-12 00:00:00,Qualifying,,1965-06-12 00:00:00,Race,,1965-06-13 00:00:00,False
1965,4,France,Clermont-Ferrand,,1965-06-27 00:00:00,French Grand Prix,conventional,Practice 1,,1965-06-25 00:00:00,Practice 2,,1965-06-25 00:00:00,Practice 3,,1965-06-26 00:00:00,Qualifying,,1965-06-26 00:00:00,Race,,1965-06-27 00:00:00,False
1965,5,UK,Silverstone,,1965-07-10 00:00:00,British Grand Prix,conventional,Practice 1,,1965-07-08 00:00:00,Practice 2,,1965-07-08 00:00:00,Practice 3,,1965-07-09 00:00:00,Qualifying,,1965-07-09 00:00:00,Race,,1965-07-10 00:00:00,False
1965,6,Netherlands,Zandvoort,,1965-07-18 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1965-07-16 00:00:00,Practice 2,,1965-07-16 00:00:00,Practice 3,,1965-07-17 00:00:00,Qualifying,,1965-07-17 00:00:00,Race,,1965-07-18 00:00:00,False
1965,7,Germany,Nürburg,,1965-08-01 00:00:00,German Grand Prix,conventional,Practice 1,,1965-07-30 00:00:00,Practice 2,,1965-07-30 00:00:00,Practice 3,,1965-07-31 00:00:00,Qualifying,,1965-07-31 00:00:00,Race,,1965-08-01 00:00:00,False
1965,8,Italy,Monza,,1965-09-12 00:00:00,Italian Grand Prix,conventional,Practice 1,,1965-09-10 00:00:00,Practice 2,,1965-09-10 00:00:00,Practice 3,,1965-09-11 00:00:00,Qualifying,,1965-09-11 00:00:00,Race,,1965-09-12 00:00:00,False
1965,9,USA,New York State,,1965-10-03 00:00:00,United States Grand Prix,conventional,Practice 1,,1965-10-01 00:00:00,Practice 2,,1965-10-01 00:00:00,Practice 3,,1965-10-02 00:00:00,Qualifying,,1965-10-02 00:00:00,Race,,1965-10-03 00:00:00,False
1965,10,Mexico,Mexico City,,1965-10-24 00:00:00,Mexican Grand Prix,conventional,Practice 1,,1965-10-22 00:00:00,Practice 2,,1965-10-22 00:00:00,Practice 3,,1965-10-23 00:00:00,Qualifying,,1965-10-23 00:00:00,Race,,1965-10-24 00:00:00,False
1966,1,Monaco,Monte-Carlo,,1966-05-22 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1966-05-20 00:00:00,Practice 2,,1966-05-20 00:00:00,Practice 3,,1966-05-21 00:00:00,Qualifying,,1966-05-21 00:00:00,Race,,1966-05-22 00:00:00,False
1966,2,Belgium,Spa,,1966-06-12 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1966-06-10 00:00:00,Practice 2,,1966-06-10 00:00:00,Practice 3,,1966-06-11 00:00:00,Qualifying,,1966-06-11 00:00:00,Race,,1966-06-12 00:00:00,False
1966,3,France,Reims,,1966-07-03 00:00:00,French Grand Prix,conventional,Practice 1,,1966-07-01 00:00:00,Practice 2,,1966-07-01 00:00:00,Practice 3,,1966-07-02 00:00:00,Qualifying,,1966-07-02 00:00:00,Race,,1966-07-03 00:00:00,False
1966,4,UK,Kent,,1966-07-16 00:00:00,British Grand Prix,conventional,Practice 1,,1966-07-14 00:00:00,Practice 2,,1966-07-14 00:00:00,Practice 3,,1966-07-15 00:00:00,Qualifying,,1966-07-15 00:00:00,Race,,1966-07-16 00:00:00,False
1966,5,Netherlands,Zandvoort,,1966-07-24 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1966-07-22 00:00:00,Practice 2,,1966-07-22 00:00:00,Practice 3,,1966-07-23 00:00:00,Qualifying,,1966-07-23 00:00:00,Race,,1966-07-24 00:00:00,False
1966,6,Germany,Nürburg,,1966-08-07 00:00:00,German Grand Prix,conventional,Practice 1,,1966-08-05 00:00:00,Practice 2,,1966-08-05 00:00:00,Practice 3,,1966-08-06 00:00:00,Qualifying,,1966-08-06 00:00:00,Race,,1966-08-07 00:00:00,False
1966,7,Italy,Monza,,1966-09-04 00:00:00,Italian Grand Prix,conventional,Practice 1,,1966-09-02 00:00:00,Practice 2,,1966-09-02 00:00:00,Practice 3,,1966-09-03 00:00:00,Qualifying,,1966-09-03 00:00:00,Race,,1966-09-04 00:00:00,False
1966,8,USA,New York State,,1966-10-02 00:00:00,United States Grand Prix,conventional,Practice 1,,1966-09-30 00:00:00,Practice 2,,1966-09-30 00:00:00,Practice 3,,1966-10-01 00:00:00,Qualifying,,1966-10-01 00:00:00,Race,,1966-10-02 00:00:00,False
1966,9,Mexico,Mexico City,,1966-10-23 00:00:00,Mexican Grand Prix,conventional,Practice 1,,1966-10-21 00:00:00,Practice 2,,1966-10-21 00:00:00,Practice 3,,1966-10-22 00:00:00,Qualifying,,1966-10-22 00:00:00,Race,,1966-10-23 00:00:00,False
1967,1,South Africa,Midrand,,1967-01-02 00:00:00,South African Grand Prix,conventional,Practice 1,,1966-12-31 00:00:00,Practice 2,,1966-12-31 00:00:00,Practice 3,,1967-01-01 00:00:00,Qualifying,,1967-01-01 00:00:00,Race,,1967-01-02 00:00:00,False
1967,2,Monaco,Monte-Carlo,,1967-05-07 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1967-05-05 00:00:00,Practice 2,,1967-05-05 00:00:00,Practice 3,,1967-05-06 00:00:00,Qualifying,,1967-05-06 00:00:00,Race,,1967-05-07 00:00:00,False
1967,3,Netherlands,Zandvoort,,1967-06-04 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1967-06-02 00:00:00,Practice 2,,1967-06-02 00:00:00,Practice 3,,1967-06-03 00:00:00,Qualifying,,1967-06-03 00:00:00,Race,,1967-06-04 00:00:00,False
1967,4,Belgium,Spa,,1967-06-18 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1967-06-16 00:00:00,Practice 2,,1967-06-16 00:00:00,Practice 3,,1967-06-17 00:00:00,Qualifying,,1967-06-17 00:00:00,Race,,1967-06-18 00:00:00,False
1967,5,France,Le Mans,,1967-07-02 00:00:00,French Grand Prix,conventional,Practice 1,,1967-06-30 00:00:00,Practice 2,,1967-06-30 00:00:00,Practice 3,,1967-07-01 00:00:00,Qualifying,,1967-07-01 00:00:00,Race,,1967-07-02 00:00:00,False
1967,6,UK,Silverstone,,1967-07-15 00:00:00,British Grand Prix,conventional,Practice 1,,1967-07-13 00:00:00,Practice 2,,1967-07-13 00:00:00,Practice 3,,1967-07-14 00:00:00,Qualifying,,1967-07-14 00:00:00,Race,,1967-07-15 00:00:00,False
1967,7,Germany,Nürburg,,1967-08-06 00:00:00,German Grand Prix,conventional,Practice 1,,1967-08-04 00:00:00,Practice 2,,1967-08-04 00:00:00,Practice 3,,1967-08-05 00:00:00,Qualifying,,1967-08-05 00:00:00,Race,,1967-08-06 00:00:00,False
1967,8,Canada,Ontario,,1967-08-27 00:00:00,Canadian Grand Prix,conventional,Practice 1,,1967-08-25 00:00:00,Practice 2,,1967-08-25 00:00:00,Practice 3,,1967-08-26 00:00:00,Qualifying,,1967-08-26 00:00:00,Race,,1967-08-27 00:00:00,False
1967,9,Italy,Monza,,1967-09-10 00:00:00,Italian Grand Prix,conventional,Practice 1,,1967-09-08 00:00:00,Practice 2,,1967-09-08 00:00:00,Practice 3,,1967-09-09 00:00:00,Qualifying,,1967-09-09 00:00:00,Race,,1967-09-10 00:00:00,False
1967,10,USA,New York State,,1967-10-01 00:00:00,United States Grand Prix,conventional,Practice 1,,1967-09-29 00:00:00,Practice 2,,1967-09-29 00:00:00,Practice 3,,1967-09-30 00:00:00,Qualifying,,1967-09-30 00:00:00,Race,,1967-10-01 00:00:00,False
1967,11,Mexico,Mexico City,,1967-10-22 00:00:00,Mexican Grand Prix,conventional,Practice 1,,1967-10-20 00:00:00,Practice 2,,1967-10-20 00:00:00,Practice 3,,1967-10-21 00:00:00,Qualifying,,1967-10-21 00:00:00,Race,,1967-10-22 00:00:00,False
1968,1,South Africa,Midrand,,1968-01-01 00:00:00,South African Grand Prix,conventional,Practice 1,,1967-12-30 00:00:00,Practice 2,,1967-12-30 00:00:00,Practice 3,,1967-12-31 00:00:00,Qualifying,,1967-12-31 00:00:00,Race,,1968-01-01 00:00:00,False
1968,2,Spain,Madrid,,1968-05-12 00:00:00,Spanish Grand Prix,conventional,Practice 1,,1968-05-10 00:00:00,Practice 2,,1968-05-10 00:00:00,Practice 3,,1968-05-11 00:00:00,Qualifying,,1968-05-11 00:00:00,Race,,1968-05-12 00:00:00,False
1968,3,Monaco,Monte-Carlo,,1968-05-26 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1968-05-24 00:00:00,Practice 2,,1968-05-24 00:00:00,Practice 3,,1968-05-25 00:00:00,Qualifying,,1968-05-25 00:00:00,Race,,1968-05-26 00:00:00,False
1968,4,Belgium,Spa,,1968-06-09 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1968-06-07 00:00:00,Practice 2,,1968-06-07 00:00:00,Practice 3,,1968-06-08 00:00:00,Qualifying,,1968-06-08 00:00:00,Race,,1968-06-09 00:00:00,False
1968,5,Netherlands,Zandvoort,,1968-06-23 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1968-06-21 00:00:00,Practice 2,,1968-06-21 00:00:00,Practice 3,,1968-06-22 00:00:00,Qualifying,,1968-06-22 00:00:00,Race,,1968-06-23 00:00:00,False
1968,6,France,Rouen,,1968-07-07 00:00:00,French Grand Prix,conventional,Practice 1,,1968-07-05 00:00:00,Practice 2,,1968-07-05 00:00:00,Practice 3,,1968-07-06 00:00:00,Qualifying,,1968-07-06 00:00:00,Race,,1968-07-07 00:00:00,False
1968,7,UK,Kent,,1968-07-20 00:00:00,British Grand Prix,conventional,Practice 1,,1968-07-18 00:00:00,Practice 2,,1968-07-18 00:00:00,Practice 3,,1968-07-19 00:00:00,Qualifying,,1968-07-19 00:00:00,Race,,1968-07-20 00:00:00,False
1968,8,Germany,Nürburg,,1968-08-04 00:00:00,German Grand Prix,conventional,Practice 1,,1968-08-02 00:00:00,Practice 2,,1968-08-02 00:00:00,Practice 3,,1968-08-03 00:00:00,Qualifying,,1968-08-03 00:00:00,Race,,1968-08-04 00:00:00,False
1968,9,Italy,Monza,,1968-09-08 00:00:00,Italian Grand Prix,conventional,Practice 1,,1968-09-06 00:00:00,Practice 2,,1968-09-06 00:00:00,Practice 3,,1968-09-07 00:00:00,Qualifying,,1968-09-07 00:00:00,Race,,1968-09-08 00:00:00,False
1968,10,Canada,Quebec,,1968-09-22 00:00:00,Canadian Grand Prix,conventional,Practice 1,,1968-09-20 00:00:00,Practice 2,,1968-09-20 00:00:00,Practice 3,,1968-09-21 00:00:00,Qualifying,,1968-09-21 00:00:00,Race,,1968-09-22 00:00:00,False
1968,11,USA,New York State,,1968-10-06 00:00:00,United States Grand Prix,conventional,Practice 1,,1968-10-04 00:00:00,Practice 2,,1968-10-04 00:00:00,Practice 3,,1968-10-05 00:00:00,Qualifying,,1968-10-05 00:00:00,Race,,1968-10-06 00:00:00,False
1968,12,Mexico,Mexico City,,1968-11-03 00:00:00,Mexican Grand Prix,conventional,Practice 1,,1968-11-01 00:00:00,Practice 2,,1968-11-01 00:00:00,Practice 3,,1968-11-02 00:00:00,Qualifying,,1968-11-02 00:00:00,Race,,1968-11-03 00:00:00,False
1969,1,South Africa,Midrand,,1969-03-01 00:00:00,South African Grand Prix,conventional,Practice 1,,1969-02-27 00:00:00,Practice 2,,1969-02-27 00:00:00,Practice 3,,1969-02-28 00:00:00,Qualifying,,1969-02-28 00:00:00,Race,,1969-03-01 00:00:00,False
1969,2,Spain,Barcelona,,1969-05-04 00:00:00,Spanish Grand Prix,conventional,Practice 1,,1969-05-02 00:00:00,Practice 2,,1969-05-02 00:00:00,Practice 3,,1969-05-03 00:00:00,Qualifying,,1969-05-03 00:00:00,Race,,1969-05-04 00:00:00,False
1969,3,Monaco,Monte-Carlo,,1969-05-18 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1969-05-16 00:00:00,Practice 2,,1969-05-16 00:00:00,Practice 3,,1969-05-17 00:00:00,Qualifying,,1969-05-17 00:00:00,Race,,1969-05-18 00:00:00,False
1969,4,Netherlands,Zandvoort,,1969-06-21 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1969-06-19 00:00:00,Practice 2,,1969-06-19 00:00:00,Practice 3,,1969-06-20 00:00:00,Qualifying,,1969-06-20 00:00:00,Race,,1969-06-21 00:00:00,False
1969,5,France,Clermont-Ferrand,,1969-07-06 00:00:00,French Grand Prix,conventional,Practice 1,,1969-07-04 00:00:00,Practice 2,,1969-07-04 00:00:00,Practice 3,,1969-07-05 00:00:00,Qualifying,,1969-07-05 00:00:00,Race,,1969-07-06 00:00:00,False
1969,6,UK,Silverstone,,1969-07-19 00:00:00,British Grand Prix,conventional,Practice 1,,1969-07-17 00:00:00,Practice 2,,1969-07-17 00:00:00,Practice 3,,1969-07-18 00:00:00,Qualifying,,1969-07-18 00:00:00,Race,,1969-07-19 00:00:00,False
1969,7,Germany,Nürburg,,1969-08-03 00:00:00,German Grand Prix,conventional,Practice 1,,1969-08-01 00:00:00,Practice 2,,1969-08-01 00:00:00,Practice 3,,1969-08-02 00:00:00,Qualifying,,1969-08-02 00:00:00,Race,,1969-08-03 00:00:00,False
1969,8,Italy,Monza,,1969-09-07 00:00:00,Italian Grand Prix,conventional,Practice 1,,1969-09-05 00:00:00,Practice 2,,1969-09-05 00:00:00,Practice 3,,1969-09-06 00:00:00,Qualifying,,1969-09-06 00:00:00,Race,,1969-09-07 00:00:00,False
1969,9,Canada,Ontario,,1969-09-20 00:00:00,Canadian Grand Prix,conventional,Practice 1,,1969-09-18 00:00:00,Practice 2,,1969-09-18 00:00:00,Practice 3,,1969-09-19 00:00:00,Qualifying,,1969-09-19 00:00:00,Race,,1969-09-20 00:00:00,False
1969,10,USA,New York State,,1969-10-05 00:00:00,United States Grand Prix,conventional,Practice 1,,1969-10-03 00:00:00,Practice 2,,1969-10-03 00:00:00,Practice 3,,1969-10-04 00:00:00,Qualifying,,1969-10-04 00:00:00,Race,,1969-10-05 00:00:00,False
1969,11,Mexico,Mexico City,,1969-10-19 00:00:00,Mexican Grand Prix,conventional,Practice 1,,1969-10-17 00:00:00,Practice 2,,1969-10-17 00:00:00,Practice 3,,1969-10-18 00:00:00,Qualifying,,1969-10-18 00:00:00,Race,,1969-10-19 00:00:00,False
1970,1,South Africa,Midrand,,1970-03-07 00:00:00,South African Grand Prix,conventional,Practice 1,,1970-03-05 00:00:00,Practice 2,,1970-03-05 00:00:00,Practice 3,,1970-03-06 00:00:00,Qualifying,,1970-03-06 00:00:00,Race,,1970-03-07 00:00:00,False
1970,2,Spain,Madrid,,1970-04-19 00:00:00,Spanish Grand Prix,conventional,Practice 1,,1970-04-17 00:00:00,Practice 2,,1970-04-17 00:00:00,Practice 3,,1970-04-18 00:00:00,Qualifying,,1970-04-18 00:00:00,Race,,1970-04-19 00:00:00,False
1970,3,Monaco,Monte-Carlo,,1970-05-10 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1970-05-08 00:00:00,Practice 2,,1970-05-08 00:00:00,Practice 3,,1970-05-09 00:00:00,Qualifying,,1970-05-09 00:00:00,Race,,1970-05-10 00:00:00,False
1970,4,Belgium,Spa,,1970-06-07 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1970-06-05 00:00:00,Practice 2,,1970-06-05 00:00:00,Practice 3,,1970-06-06 00:00:00,Qualifying,,1970-06-06 00:00:00,Race,,1970-06-07 00:00:00,False
1970,5,Netherlands,Zandvoort,,1970-06-21 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1970-06-19 00:00:00,Practice 2,,1970-06-19 00:00:00,Practice 3,,1970-06-20 00:00:00,Qualifying,,1970-06-20 00:00:00,Race,,1970-06-21 00:00:00,False
